,Squad,League,90s,Gls/90,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDist,npxG/90,npxG/Sh,np:G-xG,TotDist/pass,PrgDist/Pass,Short%,Med%,Long%,Ast,xAG,xA,A-xAG,PropShort,PropMed,PropLong,PropAssistShots,PropFinalThirdPasses,PropPassinPA,PropCrossinPA,TotPassAtt,Sw,Crs,TI,PropPassBlocked,SCA90,Shot-Creating Pass/90,Shot-Creating Drib/90,Shot-CreatingSh/90,Shot-Creating Def/90,Poss,Prop Def Pen Touches,Prop Def 3rd Touches,Prop Mid 3rd Touches,Prop Att 3rd Touches,Prop Att Pen Touches,AttDribbles,DribSucc%,RecPass/Misplayed,Dis,PropPassRecProg,OppPoss,TotalTouches,Tkl,Tkl%,PropTkl Def 3rd,PropTkl Mid 3rd,PropTkl Att 3rd,DribTkl,DribTkl%,Past,Blocks,PropBlockSh,PropBlockPass,Int,Clr,Age,Starts,Mn/Start,onG,onGA,+/-,onxG,onxGA,xG+/-,onG-xG,onGA-xGA,G-xG+/-,CrdY,Fls,Fld,TimesOffside,PKwon,PKcon,Recov,DuelWin%,AerialDuels
97,Venezia,Serie-A,38.0,0.8947368421052632,0.324,9.18,2.97,0.09,0.27,18.2,0.9473684210526315,0.11,-0.13157894736842105,18.532526997840172,7.332526997840173,0.855,0.8320000000000001,0.535,0.6052631578947368,28.7,0.6157894736842104,-5.7,0.3774804177545692,0.3785900783289817,0.18146214099216712,0.02159827213822894,0.06928725701943844,0.011922246220302376,0.006652267818574514,354.92105263157896,0.005849466818511234,0.03028263795423957,18.789473684210527,0.01734133968319702,16.18,11.263157894736842,0.7894736842105263,0.7894736842105263,0.6842105263157895,0.423,0.15064961326525453,0.26030028815530054,0.3926495121581315,0.16895000252767808,0.027450583893635305,15.18421052631579,0.52,18.701149425287355,8.236842105263158,2.562472561243305,0.577,520.5526315789474,16.13157894736842,0.5742251223491028,0.530179445350734,0.35399673735725934,0.11582381729200653,16.473684210526315,0.436,353,13.026315789473685,0.40808080808080804,0.5919191919191918,10.210526315789474,22.763157894736842,26.1,418,79,0.8947368421052632,1.8157894736842106,-0.92,1.055263157894737,2.128947368421053,-1.07,-0.16052631578947374,-0.3131578947368423,5.799999999999997,110,13.736842105263158,12.026315789473685,1.605263157894737,0.13157894736842105,0.3157894736842105,51.10526315789474,0.49200000000000005,30.18421052631579
98,Atlanta Utd,Major-League-Soccer,34.0,1.411764705882353,0.335,15.79,5.29,0.09,0.26,18.1,1.5911764705882354,0.1,-0.20882352941176469,17.65578891399708,6.15193406885551,0.905,0.8740000000000001,0.618,1.088235294117647,43.5,1.2529411764705882,-6.5,0.4039379147699227,0.396862831130368,0.14188559205835574,0.02804732154725509,0.0762328858168284,0.016216934733483988,0.00485178785059152,486.97058823529414,0.009905176058464697,0.04239898532342816,17.735294117647058,0.017817237422238327,28.29,21.11764705882353,1.5588235294117647,1.5,0.6176470588235294,0.5710000000000001,0.0984246606437554,0.2129205066509284,0.4490398147727789,0.20238797839015754,0.037227039542379804,19.88235294117647,0.568,27.4860853432282,9.647058823529411,2.4280796490043874,0.42899999999999994,647.8529411764706,15.705882352941176,0.5655430711610487,0.4719101123595506,0.3970037453183521,0.13108614232209737,15.235294117647058,0.49,264,10.5,0.29971988795518206,0.7002801120448179,8.588235294117647,17.294117647058822,24.6,374,82,1.411764705882353,1.588235294117647,-0.18,1.6411764705882352,1.4764705882352942,0.16,-0.2294117647058822,0.11176470588235277,-11.6,69,11.382352941176471,11.5,1.8823529411764706,0.058823529411764705,0.17647058823529413,54.26470588235294,0.507,21.176470588235293
99,Austin,Major-League-Soccer,34.0,1.8823529411764706,0.324,12.35,4.0,0.14,0.44,16.8,1.4088235294117646,0.12,0.3558823529411765,18.802973977695167,6.491289452584007,0.8959999999999999,0.8740000000000001,0.575,1.3823529411764706,36.2,1.1676470588235295,10.8,0.3776950794494654,0.4126055880441845,0.17272136570382185,0.022013266273051973,0.07755667322691158,0.016619287120052482,0.005539762373350828,449.1470588235294,0.013287431297940447,0.0353928851845141,19.529411764705884,0.013106239052968533,21.21,15.705882352941176,0.8529411764705882,1.3529411764705883,0.5588235294117647,0.552,0.11041181426235196,0.22979334952178004,0.4214282174537886,0.20174438772981812,0.03662223103226126,14.088235294117647,0.514,29.24622030237581,7.5,2.3828373089136696,0.44799999999999995,593.5,11.676470588235293,0.5768261964735517,0.5138539042821159,0.3400503778337532,0.14609571788413098,14.176470588235293,0.42100000000000004,279,9.852941176470589,0.3283582089552239,0.6716417910447761,8.588235294117647,14.823529411764707,27.6,374,80,1.911764705882353,1.4411764705882353,0.47,1.4970588235294118,1.55,-0.05,0.41470588235294126,-0.10882352941176476,17.7,73,12.352941176470589,10.382352941176471,1.8823529411764706,0.058823529411764705,0.20588235294117646,45.35294117647059,0.496,21.470588235294116
100,CF Montréal,Major-League-Soccer,34.0,1.7941176470588236,0.354,12.29,4.35,0.13,0.38,16.7,1.4705882352941178,0.12,0.17647058823529413,17.734887157442234,6.37714938205266,0.902,0.872,0.624,1.3823529411764706,39.9,1.061764705882353,7.1,0.4173835821723928,0.3968474218793362,0.13864683354609536,0.02203116603976357,0.08799032778076303,0.01491133799032778,0.004634605051047824,480.6470588235294,0.01129431660324938,0.03581566708944857,19.11764705882353,0.017092468442350666,22.15,15.735294117647058,1.3529411764705883,1.2647058823529411,0.5588235294117647,0.5489999999999999,0.07907542579075424,0.19038929440389293,0.4948530787946846,0.1996537525734606,0.03602844843720756,18.41176470588235,0.545,27.859582542694497,8.794117647058824,2.642283067701948,0.45100000000000007,628.5882352941177,13.029411764705882,0.600451467268623,0.4108352144469526,0.45372460496614,0.13544018058690743,12.029411764705882,0.491,208,8.852941176470589,0.19601328903654486,0.8039867109634551,8.441176470588236,13.411764705882353,25.8,374,81,1.8529411764705883,1.4705882352941178,0.38,1.6264705882352941,1.0911764705882354,0.54,0.2264705882352942,0.37941176470588234,-5.199999999999999,79,11.235294117647058,12.0,1.4705882352941178,0.11764705882352941,0.17647058823529413,53.529411764705884,0.561,20.029411764705884
101,Charlotte,Major-League-Soccer,34.0,1.2352941176470589,0.371,11.18,4.15,0.1,0.27,17.8,1.1411764705882352,0.1,-0.023529411764705882,18.452332509809622,6.510100276122657,0.893,0.8740000000000001,0.5329999999999999,0.9117647058823529,30.1,0.9235294117647058,0.9,0.36751540518544357,0.4216370189512847,0.16184164632019532,0.02063653538729836,0.07077459671559366,0.01257084726057259,0.005304461560819648,457.11764705882354,0.009421996738539589,0.03889593525397113,20.235294117647058,0.01848160898713535,19.53,14.088235294117647,0.6176470588235294,1.411764705882353,0.38235294117647056,0.534,0.10900038669760248,0.22926334106728538,0.44798917246713066,0.1834396751740139,0.030307424593967517,15.147058823529411,0.46799999999999997,26.658823529411766,9.294117647058824,2.1681376875551632,0.46599999999999997,608.4705882352941,14.882352941176471,0.5869565217391304,0.4841897233201581,0.37154150197628455,0.1442687747035573,14.647058823529411,0.47,264,10.588235294117647,0.32222222222222224,0.6777777777777778,8.882352941176471,17.352941176470587,26.3,374,82,1.2941176470588236,1.5294117647058822,-0.24,1.2294117647058822,1.2970588235294118,-0.07,0.06470588235294139,0.23235294117647043,-5.7,62,12.617647058823529,10.911764705882353,0.9705882352941176,0.08823529411764706,0.11764705882352941,51.73529411764706,0.46,24.735294117647058
102,Chicago Fire,Major-League-Soccer,34.0,1.1470588235294117,0.309,12.47,3.85,0.08,0.27,17.7,1.2676470588235293,0.1,-0.23823529411764705,18.16604635425478,7.165369649805448,0.868,0.8320000000000001,0.5479999999999999,0.8529411764705882,32.7,0.9705882352941176,-3.7,0.40041710114702816,0.376759645464025,0.16860010427528677,0.02664523769243783,0.08230417864997462,0.016917611233293862,0.007274572830316359,398.52941176470586,0.009482394153530228,0.036419641239354955,21.08823529411765,0.016005314972519176,22.09,16.205882352941178,1.0294117647058822,1.411764705882353,0.8529411764705882,0.49,0.10100692259282569,0.2154394797566604,0.4402664149360185,0.20489825886301657,0.03838892385147893,14.294117647058824,0.488,20.719360568383657,8.941176470588236,2.6727818259751395,0.51,560.8235294117646,17.38235294117647,0.583756345177665,0.47208121827411165,0.39086294416243655,0.13705583756345177,16.764705882352942,0.479,297,10.264705882352942,0.2922636103151862,0.7077363896848137,10.823529411764707,17.38235294117647,25.3,374,83,1.1470588235294117,1.411764705882353,-0.26,1.3823529411764706,1.3823529411764706,0.0,-0.23529411764705888,0.02941176470588247,-9.0,86,13.764705882352942,12.823529411764707,2.264705882352941,0.08823529411764706,0.14705882352941177,54.8235294117647,0.516,25.235294117647058
103,Colorado Rapids,Major-League-Soccer,34.0,1.3529411764705883,0.316,13.03,4.12,0.09,0.29,17.1,1.3823529411764706,0.11,-0.17647058823529413,19.79761904761905,7.538271604938272,0.877,0.8590000000000001,0.575,0.8529411764705882,36.4,1.026470588235294,-7.4,0.3446491409646036,0.41219899261712556,0.19712964879597047,0.03015873015873016,0.08738977072310407,0.018518518518518517,0.005026455026455027,378.1470588235294,0.012321072658090232,0.037748384369149,18.08823529411765,0.01473696925771577,23.56,16.08823529411765,1.4705882352941178,1.4705882352941178,0.6470588235294118,0.48200000000000004,0.11549201385010611,0.23215681894337098,0.4375069809002569,0.17301463196693845,0.041829554339327606,13.588235294117647,0.537,23.96137339055794,5.764705882352941,2.7252373276016475,0.518,526.6470588235294,13.764705882352942,0.5662393162393162,0.4636752136752137,0.4145299145299145,0.12179487179487179,13.323529411764707,0.475,238,10.205882352941176,0.38328530259365995,0.6167146974063401,8.794117647058824,17.764705882352942,28.1,374,82,1.3529411764705883,1.6764705882352942,-0.32,1.4941176470588236,1.5323529411764707,-0.04,-0.14117647058823524,0.14411764705882346,-9.6,94,12.411764705882353,10.794117647058824,1.6176470588235294,0.11764705882352941,0.3235294117647059,47.1764705882353,0.563,24.5
104,Columbus Crew,Major-League-Soccer,34.0,1.3529411764705883,0.317,13.09,4.15,0.1,0.32,18.8,1.1470588235294117,0.09,0.17647058823529413,18.198431488606097,6.5113939035217525,0.894,0.867,0.58,1.0,30.6,0.9382352941176471,3.4,0.3914680050188206,0.40407480432574533,0.15570293362012308,0.024637466706126078,0.08020124297129329,0.017312814442142645,0.004365196803788104,442.05882352941177,0.009723983813492782,0.03515129552455155,18.91176470588235,0.015522135652594068,22.97,16.823529411764707,1.5294117647058822,1.0294117647058822,0.6764705882352942,0.525,0.10021488571986716,0.20804844696229735,0.4324086735690565,0.22328579800742332,0.03604219574135573,19.91176470588235,0.47700000000000004,25.124293785310734,8.147058823529411,2.500112435349674,0.475,602.2352941176471,16.11764705882353,0.582116788321168,0.4945255474452555,0.3886861313868613,0.11678832116788321,15.029411764705882,0.47200000000000003,270,9.235294117647058,0.28662420382165604,0.713375796178344,9.352941176470589,16.5,28.3,374,83,1.3529411764705883,1.2058823529411764,0.15,1.1941176470588235,1.2558823529411764,-0.06,0.1588235294117648,-0.050000000000000044,7.1,65,10.558823529411764,14.205882352941176,1.7647058823529411,0.029411764705882353,0.11764705882352941,53.11764705882353,0.47600000000000003,26.0
105,D.C. United,Major-League-Soccer,34.0,1.0588235294117647,0.303,10.38,3.15,0.1,0.32,17.5,0.9911764705882353,0.1,0.008823529411764706,19.09074979249285,7.240892741861107,0.845,0.831,0.518,0.7352941176470589,26.1,0.8352941176470587,-1.1,0.3552377003869542,0.4018103924820343,0.19016030956329463,0.023978603707461035,0.0774693350548741,0.014387162224476622,0.005625749331365858,374.79411764705884,0.009120009663586398,0.03750679470918645,21.147058823529413,0.017213263272331945,18.06,12.352941176470589,0.5588235294117647,1.3235294117647058,0.8529411764705882,0.469,0.10939916059200352,0.22697150430748841,0.44184890656063613,0.18599514026949415,0.03578528827037773,14.058823529411764,0.44799999999999995,20.6531007751938,8.029411764705882,2.488505207844609,0.531,532.5882352941177,13.558823529411764,0.5921908893709328,0.46420824295010843,0.3969631236442517,0.13882863340563992,15.588235294117647,0.425,305,10.235294117647058,0.339080459770115,0.6609195402298851,10.294117647058824,19.08823529411765,26.7,374,80,1.0588235294117647,2.088235294117647,-1.03,1.0852941176470587,1.6941176470588235,-0.61,-0.026470588235294024,0.3941176470588237,-14.3,73,13.617647058823529,10.382352941176471,1.4705882352941178,0.029411764705882353,0.14705882352941177,51.294117647058826,0.509,28.61764705882353
106,FC Cincinnati,Major-League-Soccer,34.0,1.7647058823529411,0.374,12.74,4.76,0.13,0.35,16.9,1.5235294117647058,0.12,0.12352941176470589,18.12908873122639,7.412236248042016,0.856,0.828,0.512,1.3823529411764706,42.8,1.2,4.2,0.39622773314704857,0.37610897659797415,0.17073000349283968,0.031051322215055747,0.09020547314106699,0.019073067354648483,0.006265548696213029,373.55882352941177,0.007489279458839161,0.03050069457027239,19.0,0.01630730204747237,22.56,16.205882352941178,1.1764705882352942,1.2058823529411764,0.7058823529411765,0.452,0.1045052907167012,0.2014290389440384,0.4529289844005673,0.20464710374168213,0.03648958219701102,16.705882352941178,0.491,19.398550724637683,8.676470588235293,2.962457975345536,0.548,539.2352941176471,17.470588235294116,0.5235690235690236,0.5286195286195287,0.3518518518518519,0.11952861952861955,17.147058823529413,0.475,306,11.382352941176471,0.2971576227390181,0.7028423772609819,9.676470588235293,20.323529411764707,26.6,374,83,1.8823529411764706,1.6470588235294117,0.24,1.6382352941176472,1.4205882352941175,0.22,0.24411764705882333,0.2264705882352942,0.5999999999999996,77,12.529411764705882,10.088235294117647,1.6470588235294117,0.14705882352941177,0.29411764705882354,53.705882352941174,0.512,25.911764705882355
107,FC Dallas,Major-League-Soccer,34.0,1.3529411764705883,0.33399999999999996,11.79,3.94,0.11,0.34,17.8,1.2264705882352942,0.11,0.09705882352941175,17.43724907063197,6.0534572490706315,0.9,0.873,0.512,1.0,32.7,0.9088235294117647,1.3,0.41510113438569113,0.3894124002160735,0.14963087449732912,0.022453531598513012,0.06877323420074351,0.016654275092936804,0.0037174721189591085,441.97058823529414,0.00791206136377363,0.02790360572567494,19.764705882352942,0.014918161502687684,20.38,15.058823529411764,0.9411764705882353,1.1764705882352942,0.6176470588235294,0.495,0.11854027680971822,0.24639052076072887,0.4365727372299114,0.1652892561983471,0.03320720900129443,15.411764705882353,0.504,28.704103671706264,6.882352941176471,2.3152746425884123,0.505,590.7647058823529,15.588235294117647,0.5641509433962265,0.47924528301886793,0.39433962264150946,0.12641509433962264,16.264705882352942,0.49,282,9.117647058823529,0.33870967741935487,0.6612903225806451,8.911764705882353,19.294117647058822,25.1,374,83,1.411764705882353,1.088235294117647,0.32,1.2470588235294118,1.2823529411764707,-0.03,0.16470588235294126,-0.19411764705882373,12.1,78,11.823529411764707,10.764705882352942,1.6176470588235294,0.029411764705882353,0.17647058823529413,49.44117647058823,0.426,20.5
108,Houston Dynamo,Major-League-Soccer,34.0,1.2647058823529411,0.33299999999999996,11.29,3.76,0.1,0.3,18.4,1.1705882352941175,0.11,-0.052941176470588235,18.902710588957998,6.589418720724872,0.893,0.889,0.5870000000000001,0.8823529411764706,30.6,0.8794117647058823,-0.6,0.3574646477286948,0.4281691903391315,0.17012889500688275,0.022037932887967446,0.07548183982185365,0.012746678952622286,0.004914382246794134,424.79411764705884,0.00827444585371746,0.032131424775019624,16.323529411764707,0.014253789937790662,20.06,15.176470588235293,0.7941176470588235,1.1470588235294117,0.8823529411764706,0.484,0.12231683067353286,0.24381787589863865,0.4222199561515321,0.18288890021924234,0.028756437057053996,17.264705882352942,0.509,27.620171673819744,6.705882352941177,2.337813689690001,0.516,576.8529411764706,15.264705882352942,0.5606936416184971,0.4990366088631984,0.3834296724470134,0.11753371868978806,15.764705882352942,0.48100000000000004,278,9.735294117647058,0.38670694864048344,0.6132930513595167,9.794117647058824,20.529411764705884,27.8,374,82,1.2647058823529411,1.6470588235294117,-0.38,1.302941176470588,1.6823529411764706,-0.38,-0.03823529411764692,-0.03529411764705892,-0.09999999999999964,95,11.294117647058824,9.558823529411764,1.5294117647058822,0.058823529411764705,0.23529411764705882,47.088235294117645,0.46399999999999997,21.029411764705884
109,Inter Miami,Major-League-Soccer,34.0,1.3529411764705883,0.37200000000000005,11.0,4.09,0.11,0.29,18.5,1.1205882352941177,0.1,0.08529411764705883,17.8268169635819,6.465867885858427,0.898,0.865,0.57,0.9117647058823529,30.5,0.8794117647058823,0.5,0.409375,0.3806760204081633,0.15886479591836736,0.023411634873088442,0.06968311524515214,0.01513479426139051,0.004020179725681854,416.47058823529414,0.009542791568520868,0.02560850395603068,16.38235294117647,0.013770610617865555,20.35,15.264705882352942,1.1470588235294117,0.5882352941176471,0.9411764705882353,0.474,0.12081438610996278,0.2429206283588259,0.41757957833815623,0.18814592806945019,0.03053947912360479,17.029411764705884,0.499,24.776237623762377,6.735294117647059,2.3125,0.526,569.1764705882354,16.352941176470587,0.5485611510791367,0.5089928057553957,0.39928057553956836,0.09172661870503598,17.38235294117647,0.479,308,9.794117647058824,0.36336336336336333,0.6366366366366366,9.764705882352942,18.470588235294116,26.5,374,81,1.3823529411764706,1.6470588235294117,-0.26,1.2352941176470589,1.4264705882352942,-0.19,0.1470588235294117,0.22058823529411753,-2.5,69,11.911764705882353,10.117647058823529,1.9705882352941178,0.11764705882352941,0.14705882352941177,50.205882352941174,0.486,17.676470588235293
110,LA Galaxy,Major-League-Soccer,34.0,1.6764705882352942,0.345,13.56,4.68,0.1,0.3,18.3,1.4441176470588235,0.11,-0.03235294117647059,17.351005370300985,5.9958786062195575,0.904,0.887,0.618,1.2352941176470589,40.4,1.3,1.6,0.4298796441653585,0.3927786499215071,0.12935635792778652,0.022730111152741348,0.07674534782065692,0.017609591607343576,0.0046209566629199445,514.4705882352941,0.010931932113305549,0.03672162831430815,16.941176470588236,0.015642930482575344,24.79,18.764705882352942,1.0294117647058822,1.3823529411764706,0.6764705882352942,0.561,0.09007328447701532,0.1972018654230513,0.45320897179658004,0.2236731068176771,0.03584277148567621,17.470588235294116,0.483,33.666666666666664,7.794117647058823,2.5451220281263796,0.43899999999999995,662.2058823529412,14.852941176470589,0.5227722772277228,0.45940594059405937,0.4158415841584158,0.12475247524752475,15.705882352941176,0.47200000000000003,282,7.970588235294118,0.3062730627306273,0.6937269372693726,8.588235294117647,15.470588235294118,27.0,374,80,1.7058823529411764,1.5,0.21,1.7529411764705882,1.4205882352941175,0.33,-0.04705882352941182,0.07941176470588251,-4.300000000000001,80,12.029411764705882,10.911764705882353,1.6470588235294117,0.20588235294117646,0.20588235294117646,50.411764705882355,0.525,17.264705882352942
111,Los Angeles FC,Major-League-Soccer,34.0,1.911764705882353,0.36,15.44,5.56,0.11,0.32,17.4,1.6676470588235295,0.11,0.09705882352941175,17.449619624281944,6.845287998757957,0.887,0.847,0.542,1.2058823529411764,43.4,1.1294117647058823,-2.4,0.4231219572317742,0.37622481050101686,0.14685400875084736,0.02926564198105884,0.09074677845055117,0.021813383015059775,0.004191895668374476,427.94117647058823,0.006704113063960862,0.03557407742948602,19.764705882352942,0.017213263272331945,26.32,18.529411764705884,1.5,1.9705882352941178,0.7352941176470589,0.518,0.09192367096806339,0.202979423048179,0.4354541378107718,0.22684470131034834,0.042798066862637645,19.705882352941178,0.512,23.465804066543438,10.176470588235293,3.229933044505711,0.482,590.3235294117646,16.852941176470587,0.612565445026178,0.4851657940663176,0.35427574171029674,0.1605584642233857,18.5,0.496,317,9.088235294117647,0.3009708737864078,0.6990291262135923,9.558823529411764,16.764705882352942,26.9,374,81,1.9411764705882353,1.1176470588235294,0.82,1.8294117647058825,1.0176470588235293,0.81,0.11176470588235277,0.10000000000000009,0.3999999999999986,79,13.617647058823529,11.764705882352942,1.411764705882353,0.14705882352941177,0.11764705882352941,54.5,0.519,25.794117647058826
112,Minnesota Utd,Major-League-Soccer,34.0,1.3529411764705883,0.321,12.26,3.94,0.1,0.32,18.2,1.2441176470588236,0.1,0.020588235294117647,17.95542737283692,7.369515818912778,0.8759999999999999,0.836,0.5329999999999999,0.9117647058823529,31.1,0.9676470588235294,-0.1,0.3970767356881852,0.37420489917444855,0.16889971579374746,0.027093165530501662,0.09517566858940746,0.017654256248907537,0.0050690438734486976,386.2352941176471,0.008032856193754906,0.03466811620462644,20.058823529411764,0.016790481367397473,21.09,15.058823529411764,1.1764705882352942,1.3235294117647058,0.5588235294117647,0.45799999999999996,0.10947469162058698,0.20879413015737983,0.4246065504040833,0.2203317737133135,0.03679285410463632,20.705882352941178,0.511,18.712624584717606,8.941176470588236,3.1419440745672436,0.542,553.1764705882354,15.058823529411764,0.623046875,0.4453125,0.419921875,0.134765625,16.08823529411765,0.46299999999999997,294,11.352941176470589,0.3134715025906735,0.6865284974093264,10.470588235294118,21.323529411764707,27.5,374,84,1.411764705882353,1.5,-0.09,1.3411764705882354,1.4294117647058824,-0.09,0.07058823529411762,0.07058823529411762,0.10000000000000009,79,11.823529411764707,10.411764705882353,1.5294117647058822,0.11764705882352941,0.14705882352941177,55.55882352941177,0.455,23.852941176470587
113,Nashville,Major-League-Soccer,34.0,1.5294117647058822,0.336,12.85,4.32,0.1,0.31,16.7,1.3441176470588236,0.11,-0.020588235294117647,19.13416297306512,7.300375042618479,0.868,0.853,0.5539999999999999,1.088235294117647,36.2,0.973529411764706,0.8,0.34909550412343704,0.4245810055865921,0.1787044426709231,0.026849642004773272,0.07841800204568701,0.012188885100579612,0.007841800204568702,397.02941176470586,0.007368484628857885,0.03956030681886815,17.08823529411765,0.014495379597753214,22.71,15.705882352941176,0.9411764705882353,1.9411764705882353,0.5588235294117647,0.46299999999999997,0.10999565878011722,0.2351313219014543,0.43943998263512046,0.17549381376166703,0.03993922292164098,11.470588235294118,0.5,26.408675799086755,6.911764705882353,2.6278205239042105,0.537,542.0,13.764705882352942,0.5747863247863247,0.49358974358974356,0.4038461538461538,0.10256410256410256,13.882352941176471,0.485,243,9.735294117647058,0.32024169184290036,0.6797583081570997,9.411764705882353,17.558823529411764,28.7,374,84,1.5294117647058822,1.2058823529411764,0.32,1.5441176470588236,1.302941176470588,0.24,-0.014705882352941346,-0.09705882352941164,2.8000000000000007,73,11.411764705882353,10.794117647058824,2.0,0.20588235294117646,0.2647058823529412,48.411764705882355,0.5670000000000001,29.970588235294116
114,New England,Major-League-Soccer,34.0,1.3823529411764706,0.336,12.68,4.26,0.1,0.28,17.3,1.1852941176470588,0.1,0.020588235294117647,18.44070683414946,6.4694485842026825,0.892,0.867,0.599,1.0588235294117647,33.8,1.0794117647058825,2.2,0.37688730696366035,0.42166599689993683,0.1540846202422642,0.024767582144631328,0.07884465261514442,0.013909587680079483,0.0077354339649421625,466.20588235294116,0.009240804493567675,0.043969318113184754,18.558823529411764,0.017756840007247688,23.44,17.794117647058822,0.9705882352941176,1.2058823529411764,0.6470588235294118,0.513,0.09987098007358915,0.21833038658192763,0.44511874611745594,0.20275242509676497,0.03392746213026234,15.323529411764707,0.537,27.05252918287938,7.4411764705882355,2.4451636102121537,0.487,615.5,13.676470588235293,0.5741935483870968,0.4645161290322581,0.3827956989247312,0.15268817204301077,12.5,0.515,206,10.5,0.3697478991596639,0.6302521008403361,8.411764705882353,18.11764705882353,27.2,374,82,1.3823529411764706,1.4705882352941178,-0.09,1.3147058823529412,1.5794117647058825,-0.26,0.0676470588235294,-0.10882352941176476,6.0,56,10.058823529411764,10.352941176470589,1.411764705882353,0.14705882352941177,0.35294117647058826,51.55882352941177,0.507,22.5
115,NY Red Bulls,Major-League-Soccer,34.0,1.411764705882353,0.322,12.97,4.18,0.09,0.27,19.0,1.1088235294117648,0.09,0.03823529411764706,18.61143481427531,8.249210973537267,0.795,0.754,0.395,0.8529411764705882,26.4,0.7705882352941176,2.6,0.35676767676767673,0.3804444444444444,0.19894949494949493,0.036537994658897795,0.10415149308084487,0.02403495994173343,0.006190823015294975,314.79411764705884,0.004409011294316603,0.033580962734794946,21.941176470588236,0.01703207102736003,21.68,14.911764705882353,0.7941176470588235,1.088235294117647,0.8823529411764706,0.429,0.08952150211992733,0.20145366444579044,0.4391883706844337,0.225015142337977,0.044821320411871604,16.147058823529413,0.43700000000000006,15.04275092936803,7.970588235294118,3.7726430248362783,0.571,485.58823529411757,20.294117647058822,0.5739130434782609,0.39565217391304347,0.45652173913043487,0.14782608695652175,20.08823529411765,0.451,375,11.941176470588236,0.16995073891625614,0.8300492610837439,11.205882352941176,16.294117647058822,23.6,374,82,1.4705882352941178,1.2058823529411764,0.26,1.338235294117647,1.1529411764705884,0.18,0.13235294117647078,0.05294117647058805,2.7,85,15.441176470588236,11.205882352941176,1.5294117647058822,0.23529411764705882,0.029411764705882353,61.205882352941174,0.509,37.67647058823529
116,NYCFC,Major-League-Soccer,34.0,1.6470588235294117,0.342,13.91,4.76,0.1,0.3,17.2,1.552941176470588,0.12,-0.11176470588235293,17.31789860300387,6.311930215780153,0.899,0.871,0.591,1.1470588235294117,41.3,1.2441176470588236,-2.3,0.4237197055188349,0.3853511741630393,0.13746036863883065,0.024135895586016923,0.0708991932839247,0.01685577490653899,0.004328720404013904,497.7647058823529,0.007972458778764268,0.035272090354532826,19.147058823529413,0.017756840007247688,24.62,17.88235294117647,1.2941176470588236,1.7352941176470589,0.6764705882352942,0.564,0.10297206703910614,0.22833519553072623,0.4362458100558659,0.19535195530726257,0.0370949720670391,17.88235294117647,0.49700000000000005,26.6070796460177,9.764705882352942,2.5104769507084415,0.43600000000000005,658.0882352941177,15.676470588235293,0.5909943714821765,0.4559099437148218,0.42401500938086306,0.1200750469043152,14.470588235294118,0.49200000000000005,250,10.794117647058824,0.2425068119891008,0.757493188010899,8.235294117647058,17.38235294117647,25.9,374,82,1.6764705882352942,1.2058823529411764,0.47,1.7205882352941178,1.1205882352941177,0.6,-0.044117647058823595,0.08529411764705874,-4.399999999999999,81,12.088235294117647,12.529411764705882,1.5588235294117647,0.14705882352941177,0.029411764705882353,57.11764705882353,0.501,22.941176470588236
117,Orlando City,Major-League-Soccer,34.0,1.2352941176470589,0.297,11.88,3.53,0.1,0.33,18.3,1.0911764705882354,0.09,0.055882352941176466,17.73673265038897,6.494569822075021,0.8959999999999999,0.8540000000000001,0.581,1.0,29.9,0.95,4.1,0.4178899369104878,0.3982135049034918,0.14123305640577175,0.02487868751444196,0.0894246322113533,0.015789879072633444,0.004698451821612879,422.7352941176471,0.006341728574017032,0.035634474844476655,17.029411764705884,0.0143141873527813,21.5,15.911764705882353,0.7352941176470589,1.2058823529411764,0.6764705882352942,0.504,0.09291177970423253,0.21116777154513003,0.44222335543090263,0.21978582355940846,0.033911269760326365,14.264705882352942,0.449,25.291913214990135,6.911764705882353,2.6276222412851906,0.496,576.7647058823529,17.029411764705884,0.5837651122625216,0.5319516407599308,0.3454231433506045,0.1226252158894646,16.970588235294116,0.523,275,9.5,0.28792569659442724,0.7120743034055728,8.588235294117647,17.029411764705884,27.1,374,82,1.2941176470588236,1.5588235294117647,-0.26,1.1794117647058824,1.4147058823529413,-0.24,0.11470588235294121,0.14411764705882346,-1.0,81,11.617647058823529,14.117647058823529,1.2352941176470589,0.058823529411764705,0.17647058823529413,48.911764705882355,0.517,22.11764705882353
